continent,city,meta_185,yaie69,PORT_HARBOR,monument,area,address_line,wordemb,AIRPORT,fact_landmark_poi,airport,addressLine,isocc,timeZone,dim_region_state_province,meta_lrmt,landmark_poi_14,abstract,privileged,dim_legal_entity_identifier,API_SPECIFICATION,username_6,user_frequency,date,description_info,ceiling,landmark_poi_val,iso_3166,val_374,ADDRESS_LINE,dim_iso_country_code,TIME_ZONE,attr_addre,col_155,country_6,landmark_poi,landmarkPoi,KEYWORDS,eeaojj2,bcqj56,x_weigh,LANDMARK_POI,metro,partition_key_raw,timeToLive,port,dim_ee,var_541,landmark,xdcuk92,terminal,continent_2,attr_zquc,etlBatchId,suite,x_sjbk,country_info,suqs36,v_nt,var_aa,LATITUDE,val_count,location_text_6,col_latit,x_sq,modifiedby,yac46,dim_por,port_harbor_raw,src_address_line,location_text_val,building,trade_secret_field,continent_3,isin,region_state_province_6,operating_system,port_harbor,fact_month,c_698,GENDER,city_town,tz,weight_mass_field,GEOGRAPHIC_COORDINATES,c_lbts,stockTicker,nationality_raw,location_text,neighborhood,ljpe20,d_941,locationText,power,src_longitude,tbaa41,country,cityTown,haedjt13,psyrv83,longitude_14,latitude,sku,address_line_v2,longitude_raw,rank_rating_6,landmark_poi_22,SOURCE_SYSTEM,last_4,portHarbor,continent_4,downstream,landmark_poi_v2,raw_geographic_coordinates,latitude_2,var_481,district_borough_raw,release_note,soft_delete_flag_v2,attr_229,permlevel,src_continent,deleted_at,c_242,continent_14,PORT_HARBOR_2,diagnosis,continent_val,address_line_2,attr_coo,iso_country_cd,p_educa,city_2,loctxt,tz_2,venue,municipality,district_borough,x_cooki,fact_city_town,admin,iso_country_code_info,fact_time_zone,insert_time,nlygq86,longitude,iso_country_code,continent_5,city_town_14,val_por
North America,Denver,"1.034619, -153.408077",Other,Busan,Golden Gate Bridge,"Dallas, Brazil",1754 Elm St,"[-0.6256, -1.0144, 0.2444, -1.1625, -2.599, -0.1161, -0.5398, -0.1844]",ORD,Big Ben,ORD,4659 Oak Ave,FR,EST,GA,"Portland, Israel",Statue of Liberty,This paper presents a framework for entity resolution.,HOLD-2022-308,ZG0RO64QM0NC3IQ9LL4Y,gRPC/protobuf,maryharris539,8922.45,2024-04-11,The service monitors transaction histories.,max=7579,Eiffel Tower,IN,SIN,2479 Elm St,US,CET,8127 Maple Dr,2024-08-24 14:58:04,Spain,Statue of Liberty,Big Ben,"security, performance, analytics, monitoring, compliance",6.096517,7535.5,52.03,Big Ben,Toronto,dt=2024-01,158 days,Port of LA,-59.81062,"87.619961, 102.300076",Central Park,0.7.59,Port of LA,South America,Toronto,batch-20180921-01,5319 Main St,North America,Germany,Food,Portland,"16.901216, -100.399888",-34.76826,United States,"New York, Australia",62.924468,Busan,olivia.moore,Dallas,Shanghai,Shanghai,3620 Main St,"Sydney, Canada",Golden Gate Bridge,[CONFIDENTIAL] Formula #957,Africa,WY8H4MZKV,PA,Android,Singapore,January,TX,Unisex,Los Angeles,UTC,973.71,"-41.336535, -167.790252",2021-12-13T08:51:33Z,VK,Norway,"Berlin, Sweden",Midtown,1489 Park Blvd,Golden Gate Bridge,"Chicago, Mexico",22706.6,75.463855,Downtown,Mexico,Paris,Midtown,"12.371588, -3.471164",-64.35755,"-56.361174, 159.037717",JGO-4647,877 Park Blvd,67.574916,61,Big Ben,Workday,8186,Busan,Oceania,curated.events -> exports,Statue of Liberty,"39.602386, -7.28604",29.648999,"Portland, South Korea",Midtown,v1.4.35: Added support for authentication.,false,Central Park,Owner,Africa,,Dallas,Africa,Singapore,Arthritis,Europe,6953 Elm St,"76.131411, 99.315542",GB,Master's,Dallas,"London, Germany",EST,"London, United Kingdom",Los Angeles,Downtown,_ga=5173988182.6132350,Toronto,Admin,DE,JST,2026-04-11T05:24:44Z,333.8,73.207348,IN,Antarctica,Berlin,Port of LA
Oceania,Atlanta,"86.148357, 104.042196",Black,Shanghai,Statue of Liberty,"Atlanta, Netherlands",9119 Main St,"[-0.3311, 2.6821, -0.4364, 1.1582, -0.1233, -0.4674, 1.482, 1.6685]",ORD,Golden Gate Bridge,LHR,5718 Main St,BR,UTC,NC,"Phoenix, Israel",Statue of Liberty,This paper presents an analysis for anomaly detection.,HOLD-2024-145,ST1YVSQAPJY0V7HMU18F,SOAP/XML,susan_harris718,4553.18,2026-07-02,The product monitors transaction histories.,max=3175,Central Park,GB,ORD,6159 Oak Ave,MX,PST,7902 Elm St,2023-05-07 05:40:24,Canada,Big Ben,Statue of Liberty,"scalability, security, analytics, cloud",-51.265057,506.5,662.45,Golden Gate Bridge,Portland,dt=us-east,56 days,Rotterdam,70.831549,"-85.445195, 121.666668",Golden Gate Bridge,1.10.91,Port of LA,Antarctica,Los Angeles,batch-20191214-54,8179 Cedar Ln,South America,Brazil,Services,Portland,"20.630174, 98.356148",-39.385606,Israel,"Tokyo, Netherlands",-8.17025,Rotterdam,aiden.thomas,Seattle,Singapore,Rotterdam,3121 Pine Rd,"Chicago, Germany",Eiffel Tower,[CONFIDENTIAL] Formula #384,Africa,D4TAADEUC,MA,Windows,Singapore,January,FL,Male,Chicago,CET,301.83,"-34.373148, -142.023213",2022-11-28T16:22:38Z,TL,Australia,"Toronto, Spain",East Side,7943 Main St,Central Park,"New York, Israel",26612.6,-107.469058,Downtown,France,Chicago,Downtown,"-80.271382, 45.582835",37.779182,"-33.913388, -24.704596",DFM-6304,7859 Oak Ave,-166.025818,36,Eiffel Tower,Workday,8579,Port of LA,Asia,curated.events -> reports,Golden Gate Bridge,"-45.681588, -81.023742",72.51863,"Toronto, Singapore",South Bay,v0.7.95: Improved caching.,false,Central Park,Editor,Europe,2026-09-09 11:37:52,Austin,Oceania,Hamburg,Anxiety,Antarctica,4535 Pine Rd,"43.878216, -21.898905",DE,PhD,Portland,"Boston, Germany",EST,"San Francisco, Norway",Los Angeles,East Side,_ga=1778465403.5302162,Austin,Viewer,MX,UTC,2026-06-10 12:22:33,1914.7,-84.418589,AU,Europe,San Francisco,Singapore
Europe,Dallas,"43.318188, 25.204936",Black,Shanghai,Big Ben,"Berlin, France",330 Cedar Ln,"[2.7482, 0.1283, 0.09, -1.0904, 0.5115, 0.5442, -0.3308, 0.0366]",SIN,Central Park,LAX,4239 Maple Dr,CA,Europe/London,FL,"Portland, United States",Statue of Liberty,This paper presents a novel approach for data classification.,HOLD-2026-837,F4BB2FFKO65HONIG6W5R,REST/JSON,emmamartinez859,4126.6,2020-08-31,The service manages customer interactions.,warn=3026,Big Ben,GB,LAX,4891 Park Blvd,GB,America/New_York,1167 Elm St,2025-03-18 11:14:42,Israel,Big Ben,Golden Gate Bridge,"security, compliance, reporting, analytics",-12.723075,8957.5,389.58,Central Park,Miami,region=us-east,341 days,Shanghai,-17.459456,"-78.676321, 141.596618",Eiffel Tower,1.8.22,Shanghai,Asia,Toronto,batch-20251009-49,3243 Maple Dr,Europe,Sweden,Software,Boston,"60.658164, 9.901497",88.307697,Singapore,"Sydney, United States",9.643416,Hamburg,amy.lewis,Houston,Shanghai,Singapore,4712 Oak Ave,"Miami, Australia",Statue of Liberty,[CONFIDENTIAL] Formula #483,North America,LT5FJER4U,MA,Linux,Busan,November,CA,Female,Denver,America/New_York,420.01,"-49.473132, -75.338953",2025-11-23T04:54:25Z,AHNS,Spain,"Houston, Italy",West End,3710 Cedar Ln,Golden Gate Bridge,"Houston, Brazil",32898.0,-142.165043,North Shore,Singapore,Seattle,West End,"-71.496121, 116.689623",125.322706,"64.639121, 1.263943",DHW-7971,3546 Pine Rd,-41.850013,92,Golden Gate Bridge,Workday,6374,Singapore,Asia,curated.orders -> exports,Big Ben,"89.027771, 44.541685",-22.085748,"Denver, Norway",South Bay,v2.5.78: Added support for caching.,false,Big Ben,Viewer,South America,,Dallas,Oceania,Port of LA,Depression,Africa,8195 Main St,"-11.057719, 133.081567",FR,Bachelor's,New York,"Paris, Italy",CET,"London, South Korea",Phoenix,Midtown,_ga=0088452756.2481429,Toronto,Guest,IN,UTC,2023-05-28 16:01:22,1817.2,49.254767,IN,Africa,Atlanta,Singapore
South America,Sydney,"-60.950978, 20.601978",Mixed,Rotterdam,Statue of Liberty,"Phoenix, Norway",1993 Cedar Ln,"[-0.117, -0.6149, 0.083, 0.9352, 0.6422, -1.0837, -0.6386, 0.3163]",SIN,Golden Gate Bridge,LAX,2592 Park Blvd,IN,Europe/London,CO,"Toronto, Mexico",Big Ben,This paper presents a novel approach for entity resolution.,HOLD-2021-503,1U0ZTOYESOEEPMJ21KK0,REST/JSON,lindadavis776,1294.42,2026-11-05,The service tracks customer interactions.,crit=8863,Golden Gate Bridge,JP,LHR,227 Elm St,JP,JST,6971 Elm St,2018-02-16 16:24:03,Germany,Eiffel Tower,Big Ben,"automation, cloud",-83.528257,30176.1,189.75,Big Ben,Toronto,tenant=2024-01,32 days,Shanghai,36.761296,"-83.269336, -2.791158",Central Park,2.5.50,Singapore,South America,Boston,batch-20220613-08,2350 Oak Ave,Europe,Germany,Electronics,London,"-55.718468, 151.60756",-32.965209,Netherlands,"San Francisco, Sweden",83.406723,Singapore,logan.clark,New York,Rotterdam,Shanghai,7651 Park Blvd,"Paris, Norway",Golden Gate Bridge,[CONFIDENTIAL] Formula #857,South America,A250V1Z6H,NY,Linux,Hamburg,December,PA,Unisex,Tokyo,America/New_York,897.46,"37.414227, -151.418288",2019-08-28 03:04:48,DKDZ,Israel,"Toronto, Canada",Midtown,1264 Park Blvd,Eiffel Tower,"Los Angeles, Germany",9208.8,-55.578359,East Side,Switzerland,Sydney,South Bay,"41.425385, 132.197714",-60.797232,"47.207481, 2.729816",VDT-8341,5788 Maple Dr,105.634289,44,Eiffel Tower,Salesforce,4303,Busan,Asia,raw.users -> analytics,Statue of Liberty,"26.334609, 15.664473",-35.493357,"Atlanta, Brazil",South Bay,v0.15.9: Fixed bug in caching.,false,Statue of Liberty,Admin,Antarctica,,Phoenix,Africa,Singapore,Hypertension,North America,1787 Pine Rd,"48.625376, -168.035027",IN,Bachelor's,Phoenix,"Portland, Brazil",CET,"Houston, United Kingdom",Phoenix,Midtown,_ga=7407068682.3662662,Chicago,Editor,BR,UTC,2018-01-09 10:12:15,1208.4,-158.150673,GB,Asia,Phoenix,Port of LA
Antarctica,Seattle,"-7.154502, -70.267594",White,Hamburg,Golden Gate Bridge,"Dallas, Italy",8752 Cedar Ln,"[0.6131, -0.5357, -0.7569, -1.264, 0.3229, 1.1395, 0.5482, -0.7844]",LHR,Eiffel Tower,SFO,2250 Main St,GB,PST,WA,"Sydney, Australia",Central Park,This paper presents a novel approach for data classification.,HOLD-2021-523,XXR17S9UUWYN5TB9PGQ6,REST/JSON,liam_brown663,6127.27,2026-09-28,This record manages customer interactions.,warn=9191,Big Ben,MX,LAX,2028 Maple Dr,DE,EST,2956 Elm St,2022-11-11 06:58:01,India,Golden Gate Bridge,Eiffel Tower,"analytics, data, performance",84.258932,26270.1,987.69,Statue of Liberty,Berlin,region=2024-01,32 days,Rotterdam,42.156639,"-35.502061, 66.818518",Golden Gate Bridge,5.5.1,Hamburg,South America,Chicago,batch-20180825-57,7758 Park Blvd,South America,South Korea,Services,Phoenix,"46.621383, 174.027128",66.005793,Australia,"New York, Switzerland",-75.889652,Shanghai,noah.davis,London,Singapore,Busan,6997 Maple Dr,"Phoenix, Italy",Golden Gate Bridge,[CONFIDENTIAL] Formula #549,South America,CJMK1ABME,CA,Android,Busan,August,PA,Unisex,Houston,PST,728.15,"-6.561172, 52.781489",2022-06-21 11:53:56,SM,Japan,"San Francisco, Mexico",South Bay,8839 Oak Ave,Statue of Liberty,"Austin, Brazil",4233.3,-42.091781,South Bay,Israel,Atlanta,Midtown,"67.708083, -151.778728",-28.362858,"-5.175637, -125.007855",STI-3223,2472 Park Blvd,124.315986,82,Big Ben,Snowflake,3583,Hamburg,North America,curated.users -> analytics,Eiffel Tower,"22.403152, -49.566918",19.490665,"Denver, Spain",North Shore,v1.20.92: Added support for caching.,true,Central Park,Guest,Asia,,Berlin,Africa,Shanghai,Depression,Antarctica,1497 Main St,"84.317162, -15.121315",US,Associate's,Seattle,"Phoenix, Canada",JST,"Paris, Singapore",Dallas,South Bay,_ga=8808091535.8934084,Dallas,Guest,BR,PST,2021-09-21 19:22:12,84.1,81.729563,DE,Antarctica,London,Hamburg
Asia,Tokyo,"-40.758684, 178.961079",Black,Port of LA,Golden Gate Bridge,"Dallas, Sweden",4239 Pine Rd,"[0.9126, 0.7626, 0.8531, -0.4922, 0.5104, 1.4463, 0.0758, -1.3498]",NRT,Eiffel Tower,NRT,1720 Maple Dr,IN,UTC,CO,"Chicago, United States",Central Park,This paper presents an analysis for data classification.,HOLD-2022-495,AJUW2INBS3IOIR61S41E,REST/JSON,jamesanderson138,4812.34,2023-01-30,The customer account represents data processing activities.,min=1415,Big Ben,DE,JFK,8790 Park Blvd,JP,PST,7849 Cedar Ln,2024-12-09 04:36:19,Switzerland,Statue of Liberty,Golden Gate Bridge,"compliance, data, performance, analytics",-117.727635,7113.5,467.88,Statue of Liberty,Portland,tenant=2024-01,88 days,Rotterdam,82.259251,"-53.984638, 166.412394",Eiffel Tower,1.19.13,Shanghai,South America,New York,batch-20200520-89,1857 Cedar Ln,Africa,Netherlands,Software,Tokyo,"-60.158475, -39.679022",-45.484293,United States,"London, Italy",-43.764381,Busan,michael.jones,Boston,Shanghai,Rotterdam,1099 Cedar Ln,"Los Angeles, Brazil",Eiffel Tower,[CONFIDENTIAL] Formula #308,Europe,ZCGD8HYQK,TX,iOS,Hamburg,December,IL,Male,Seattle,EST,716.3,"-17.42283, 77.0287",2021-05-16T11:27:54Z,JZD,Israel,"Austin, Sweden",West End,2521 Maple Dr,Central Park,"Portland, Singapore",25370.6,-15.869108,Midtown,Brazil,Denver,Downtown,"38.173152, 154.355986",-128.349158,"-38.614808, -91.306152",XAU-8544,7221 Pine Rd,-77.492178,71,Big Ben,Kafka,1596,Rotterdam,South America,raw.events -> analytics,Central Park,"-46.894002, -57.892583",-1.1372,"London, Switzerland",Midtown,v5.6.10: Added support for API.,false,Golden Gate Bridge,Owner,South America,,Tokyo,South America,Rotterdam,Migraine,Antarctica,7671 Maple Dr,"-43.9587, 31.031738",GB,Master's,San Francisco,"Seattle, Singapore",CET,"Portland, India",Berlin,East Side,_ga=5593409587.9525729,London,Editor,FR,EST,2020-11-21T12:16:56Z,1866.5,-9.570187,FR,South America,San Francisco,Rotterdam
South America,Los Angeles,"-58.187093, -34.525006",Other,Busan,Central Park,"Seattle, Sweden",1908 Maple Dr,"[-0.4248, 1.4154, 0.0855, -0.6524, 0.6225, -0.2787, -0.4225, -0.5214]",SIN,Central Park,LHR,1735 Pine Rd,US,EST,TX,"London, United Kingdom",Golden Gate Bridge,This paper presents an analysis for entity resolution.,HOLD-2026-993,XI9OOHG7JE9DVJL0V3NX,REST/JSON,mary_smith982,4271.87,2019-08-11,The system monitors transaction histories.,crit=8096,Golden Gate Bridge,GB,CDG,9651 Park Blvd,MX,Europe/London,9417 Maple Dr,2021-02-16T02:33:58Z,France,Statue of Liberty,Statue of Liberty,"scalability, data, security, analytics, automation",-44.996669,34227.3,623.21,Golden Gate Bridge,Miami,dt=us-east,85 days,Singapore,50.835287,"8.489207, 178.346326",Central Park,0.18.1,Busan,Asia,Atlanta,batch-20191121-17,8356 Pine Rd,Oceania,Switzerland,Electronics,Chicago,"72.6557, 138.362122",-71.648608,Canada,"Sydney, Sweden",32.496411,Port of LA,john.brown,Austin,Port of LA,Rotterdam,9051 Elm St,"Tokyo, United Kingdom",Big Ben,[CONFIDENTIAL] Formula #839,Africa,NZXK8QUU9,NY,Chrome OS,Busan,April,CA,Unisex,Dallas,UTC,232.06,"62.046482, 108.470098",2022-11-28 00:53:29,RAXL,South Korea,"Austin, United States",Midtown,6934 Cedar Ln,Eiffel Tower,"Phoenix, Israel",1528.0,17.093063,West End,Norway,Austin,Midtown,"85.831682, 62.298125",83.517806,"78.268058, -122.740798",LDX-7000,6821 Maple Dr,-70.600818,79,Central Park,Workday,9467,Busan,South America,raw.users -> exports,Central Park,"-18.133093, -85.646117",-27.969251,"Houston, Canada",West End,v5.14.6: Improved authentication.,false,Golden Gate Bridge,Editor,Oceania,,Tokyo,North America,Rotterdam,Depression,North America,1361 Oak Ave,"-74.962521, 143.142992",DE,Master's,Atlanta,"Boston, South Korea",JST,"Chicago, Mexico",Paris,East Side,_ga=8946698069.2975207,Chicago,Editor,MX,UTC,2026-09-23T16:40:17Z,709.9,-38.48926,US,Europe,Austin,Singapore
South America,Portland,"85.754364, 38.475978",Hispanic,Busan,Golden Gate Bridge,"San Francisco, Sweden",5294 Elm St,"[-0.7158, -0.3698, 1.0188, 0.6931, 0.5093, -1.3251, -1.1077, 0.2235]",CDG,Central Park,SIN,8316 Park Blvd,GB,PST,GA,"Tokyo, United Kingdom",Eiffel Tower,This paper presents a novel approach for entity resolution.,HOLD-2026-891,WCZANK7NH8CBEMWWVKHO,GraphQL,annathomas856,3100.77,2021-11-15,The customer account manages transaction histories.,crit=5044,Big Ben,JP,JFK,6709 Oak Ave,BR,EST,4379 Park Blvd,2019-01-05T18:55:23Z,Netherlands,Golden Gate Bridge,Central Park,"analytics, cloud",-103.383081,3485.9,697.35,Big Ben,Toronto,dt=acme,105 days,Hamburg,47.844468,"12.963058, -91.042737",Eiffel Tower,4.3.89,Shanghai,Asia,Los Angeles,batch-20210724-33,1989 Maple Dr,Oceania,France,Electronics,Dallas,"63.94185, 64.500287",23.398275,France,"Seattle, Netherlands",-6.191788,Shanghai,logan.clark,Tokyo,Rotterdam,Rotterdam,156 Pine Rd,"Toronto, Sweden",Eiffel Tower,[CONFIDENTIAL] Formula #729,Africa,Z6HOZ1VW6,CO,Linux,Shanghai,July,WA,Unisex,Miami,Europe/London,549.83,"-17.009539, -100.416611",2025-12-06T09:26:29Z,IOA,Canada,"Los Angeles, Singapore",South Bay,9771 Cedar Ln,Big Ben,"Tokyo, Germany",39963.7,-175.10792,West End,Sweden,Phoenix,East Side,"50.790148, -91.062084",124.339909,"30.670207, 58.544622",FTH-6955,9306 Oak Ave,-145.70869,38,Big Ben,SAP,3882,Busan,South America,staging.orders -> exports,Eiffel Tower,"-25.649194, -21.820067",21.613525,"Berlin, Japan",North Shore,v2.2.89: Added support for API.,false,Golden Gate Bridge,Guest,South America,,Dallas,Europe,Port of LA,Anxiety,Europe,9488 Park Blvd,"70.071322, 0.520813",FR,Bachelor's,Denver,"Dallas, Brazil",JST,"Chicago, Israel",Seattle,North Shore,_ga=9010058082.7414021,Denver,Admin,CA,America/New_York,2023-12-11T18:28:55Z,597.2,152.822545,BR,Asia,Seattle,Singapore
Africa,New York,"58.57608, -79.318576",Mixed,Singapore,Statue of Liberty,"Sydney, Brazil",1835 Pine Rd,"[1.55, -0.0965, -0.4648, 0.1656, 1.0382, -0.9751, 1.9645, 0.0258]",SFO,Eiffel Tower,SFO,5678 Cedar Ln,MX,Europe/London,NY,"Austin, Sweden",Golden Gate Bridge,This paper presents an analysis for entity resolution.,HOLD-2021-990,EJIGYHQ1FKIGCEPOU8K1,REST/JSON,susan_anderson474,3943.86,2019-03-23,The customer account represents compliance records.,crit=4992,Eiffel Tower,IN,SIN,6514 Park Blvd,US,UTC,454 Park Blvd,2020-02-17T23:17:29Z,Brazil,Golden Gate Bridge,Eiffel Tower,"integration, performance, compliance, cloud",62.465575,7077.7,550.7,Central Park,Phoenix,tenant=acme,349 days,Busan,39.918612,"83.759615, 88.437736",Golden Gate Bridge,3.19.84,Hamburg,Antarctica,Toronto,batch-20180509-47,2659 Oak Ave,Asia,Brazil,Electronics,Los Angeles,"-27.762624, 148.677441",-74.335285,Mexico,"Sydney, South Korea",-26.550717,Busan,liam.white,Dallas,Busan,Port of LA,9465 Oak Ave,"Paris, Australia",Eiffel Tower,[CONFIDENTIAL] Formula #675,Oceania,OO9VIW49A,NC,iOS,Rotterdam,May,PA,Female,Atlanta,JST,121.43,"74.178134, 136.999147",2026-08-09 17:58:24,FZN,Netherlands,"London, United States",Downtown,4848 Park Blvd,Eiffel Tower,"Sydney, United States",30589.3,-29.431719,Downtown,South Korea,Tokyo,Midtown,"-82.141741, -34.968727",65.198957,"4.461359, -44.52604",OAI-6956,5791 Pine Rd,73.706081,8,Statue of Liberty,Snowflake,3827,Port of LA,North America,raw.events -> exports,Eiffel Tower,"-70.879819, -100.651669",-17.478848,"Dallas, Japan",North Shore,v4.9.39: Improved logging.,true,Golden Gate Bridge,Admin,North America,,Portland,Oceania,Busan,Hypertension,North America,4167 Pine Rd,"-42.322164, 104.060794",DE,PhD,Toronto,"New York, India",JST,"Atlanta, Spain",Los Angeles,Downtown,_ga=3717600036.3562242,Phoenix,Editor,DE,EST,2020-04-02T18:46:46Z,1266.8,20.089041,CA,South America,Sydney,Port of LA
North America,Austin,"6.646287, 149.319337",White,Singapore,Eiffel Tower,"Sydney, Norway",2466 Pine Rd,"[-1.0066, 1.2043, 0.9887, -1.4791, -0.2125, -2.183, 0.3071, -1.1479]",LHR,Eiffel Tower,JFK,9330 Cedar Ln,DE,Europe/London,PA,"Sydney, Germany",Golden Gate Bridge,This paper presents a novel approach for data classification.,HOLD-2021-792,WMDIWIS9I81442S9P0XQ,gRPC/protobuf,lucas_garcia926,7266.15,2024-12-22,The service tracks compliance records.,max=464,Big Ben,BR,LAX,3838 Park Blvd,IN,CET,2076 Main St,2020-02-24T10:14:52Z,France,Eiffel Tower,Eiffel Tower,"scalability, performance, security, data, reporting",27.573352,8055.0,68.98,Big Ben,Dallas,tenant=us-east,180 days,Shanghai,37.880861,"-28.346921, 21.925045",Big Ben,2.9.63,Singapore,South America,Miami,batch-20260211-99,7079 Elm St,Europe,Norway,Clothing,London,"-46.781942, -176.703488",-18.657293,Japan,"Toronto, Mexico",-27.291288,Shanghai,mary.walker,Denver,Busan,Shanghai,5402 Elm St,"Seattle, Brazil",Big Ben,[CONFIDENTIAL] Formula #365,South America,3ADJPH5CA,CA,macOS,Busan,May,MA,Male,Paris,CET,485.54,"-40.370587, -118.115736",2024-03-04T06:07:48Z,OJEF,Australia,"Denver, United Kingdom",South Bay,780 Maple Dr,Statue of Liberty,"San Francisco, Italy",41161.6,-3.746281,South Bay,Germany,Tokyo,Midtown,"-15.086586, -59.621111",74.329811,"-22.670795, -112.512743",QPJ-1406,2893 Maple Dr,-49.722072,76,Golden Gate Bridge,Salesforce,4395,Rotterdam,Africa,staging.users -> reports,Eiffel Tower,"71.791783, -5.658795",58.218284,"Miami, Singapore",Downtown,v2.10.87: Improved caching.,true,Eiffel Tower,Editor,Europe,,Dallas,Europe,Busan,Depression,Africa,5917 Park Blvd,"48.112098, 168.593086",US,Associate's,Dallas,"Tokyo, Japan",PST,"Phoenix, Italy",Phoenix,Midtown,_ga=4346731511.3585854,San Francisco,Admin,FR,America/New_York,2023-09-03 14:35:28,793.3,-45.34534,AU,Antarctica,San Francisco,Hamburg
Antarctica,Toronto,"72.4902, 73.863346",Asian,Shanghai,Big Ben,"Phoenix, Brazil",6156 Maple Dr,"[-0.7283, -0.6525, -0.3157, -0.1872, -0.205, -0.0709, -2.0125, 0.4867]",SIN,Central Park,LAX,6070 Oak Ave,AU,UTC,FL,"Seattle, Netherlands",Eiffel Tower,This paper presents an analysis for anomaly detection.,HOLD-2021-258,LEB49E3TCM05UUWIZ5QJ,GraphQL,elizabeth.williams124,8856.93,2018-10-15,The customer account includes operational metrics.,max=1597,Big Ben,BR,SFO,8640 Pine Rd,GB,CET,5637 Main St,2023-03-12 02:55:57,South Korea,Golden Gate Bridge,Golden Gate Bridge,"monitoring, security",31.280854,32503.0,221.66,Big Ben,Portland,tenant=acme,84 days,Busan,-30.012267,"-45.503454, -98.849966",Golden Gate Bridge,2.16.25,Busan,Africa,Portland,batch-20221111-57,2923 Main St,Asia,Switzerland,Clothing,Sydney,"14.373953, 157.04327",-35.983604,South Korea,"Sydney, United Kingdom",42.457462,Shanghai,william.harris,Austin,Hamburg,Port of LA,1803 Main St,"San Francisco, Norway",Statue of Liberty,[CONFIDENTIAL] Formula #305,Asia,3HN5HOFHK,TX,Windows,Singapore,January,GA,Unisex,New York,PST,462.56,"12.185074, -13.933873",2025-04-11 08:08:33,OZTU,Brazil,"New York, United States",Downtown,2011 Main St,Eiffel Tower,"Houston, Brazil",41084.5,83.539777,Midtown,Sweden,Austin,West End,"37.220856, -87.7067",93.061504,"79.754192, 46.473498",HGI-2577,8891 Main St,6.440538,45,Statue of Liberty,Salesforce,7774,Port of LA,Africa,staging.orders -> exports,Statue of Liberty,"-41.284264, 134.817787",16.163921,"San Francisco, South Korea",North Shore,v2.11.6: Removed authentication.,true,Eiffel Tower,Viewer,Asia,,Toronto,Africa,Hamburg,Anxiety,Oceania,7243 Park Blvd,"-81.505394, 50.240842",AU,PhD,Houston,"Paris, France",CET,"Atlanta, Netherlands",Toronto,North Shore,_ga=8929223837.8490607,Berlin,Owner,JP,EST,2025-09-18 04:13:04,1535.8,-11.201736,BR,Antarctica,Chicago,Port of LA
South America,Atlanta,"-60.943157, 124.894811",Mixed,Port of LA,Golden Gate Bridge,"Boston, Mexico",370 Main St,"[-0.4772, -1.6317, 0.7949, 0.5444, -0.1928, 0.0414, -2.1308, -1.2645]",LAX,Eiffel Tower,CDG,314 Elm St,CA,CET,CO,"Toronto, United Kingdom",Big Ben,This paper presents a framework for data classification.,HOLD-2022-263,3XLRTFAW2MDS7HN8TS1F,OpenAPI 3.0,robert_rodriguez468,8216.49,2023-04-15,The service monitors data processing activities.,crit=649,Statue of Liberty,DE,JFK,6363 Pine Rd,GB,UTC,4267 Oak Ave,2026-06-09 02:11:04,Switzerland,Big Ben,Central Park,"scalability, compliance, reporting",-80.238236,47955.4,644.45,Eiffel Tower,Los Angeles,region=us-east,145 days,Hamburg,16.30702,"54.959652, 131.638775",Central Park,1.6.37,Busan,Europe,Portland,batch-20260615-65,3341 Oak Ave,Oceania,Norway,Software,Boston,"-6.781967, 109.71769",17.577727,Italy,"Dallas, Netherlands",65.1417,Shanghai,mary.taylor,Houston,Rotterdam,Port of LA,3929 Main St,"Houston, India",Golden Gate Bridge,[CONFIDENTIAL] Formula #217,Europe,RYK7JDQH0,CA,Android,Busan,October,WA,Female,New York,CET,107.46,"-38.584908, -146.654529",2024-03-15T04:29:14Z,RFH,Mexico,"New York, United Kingdom",Midtown,2878 Maple Dr,Statue of Liberty,"Toronto, India",37967.6,32.109146,Downtown,Spain,London,North Shore,"30.274424, 133.730952",-24.409216,"-53.805671, 2.27128",ORR-1220,8052 Oak Ave,53.535687,8,Golden Gate Bridge,Snowflake,0136,Singapore,Asia,raw.orders -> analytics,Big Ben,"-10.669196, -52.766198",-64.279317,"Paris, Japan",Downtown,v0.19.71: Removed API.,false,Central Park,Owner,Europe,,Phoenix,North America,Busan,Asthma,Africa,8512 Elm St,"-14.131625, -146.700389",IN,High School,Chicago,"Atlanta, Sweden",CET,"Denver, Netherlands",Phoenix,North Shore,_ga=0469450813.8018619,Atlanta,Owner,DE,America/New_York,2023-02-21 02:09:57,1930.1,-27.498316,AU,Oceania,Boston,Busan
