day_of_week_38,cronSchedule,apprvstat,CRON_SCHEDULE,monthval,gtin,ts,start_date,meascpu,date_time_info,col_bro,src_permission_level,month_number,x_51,day_of_week_v2,c_adv,meta_801,device_type,DATE,src_period_interval,ISO_CURRENCY_CODE,score_index,day_of_week,prescription_54,channel_info,scientific_name,dateval,END_DATE,dim_month,username,enddt,genericIdentifier,dim_153,x_glhl,f_664,user_event_name,START_DATE,user_agent,field_score,deviceType,date,dim_voiceprint,user_date,fact_end_date,SCORE_INDEX,field_angle,quarter,yearval,end_dte,DEVICE_TYPE,c_cooki,NUMERIC_RANGE,devtype,review_text,quarter_2,mjthkc73,maphxg27,dt,startdt,naics,file_path_field,lab_result_46,qft39,risk_level,date_info,end_date_info,vehicle_identification_number,insert_time,effective_date,iot,soft_delete_flag,index,customer_score_index,score_index_70,c_317,cronval,x_ea,vintage,val_jna,color,c_vnnk,x_ih,length,cron,mtr31,month_46,time_of_day,ynefvy1,x_yea,dim_dev,user_gender_pii,month,jvh26,var_bro,nullable_flag_field,date_2,dim_start_date,x_kvmj,channel,score_index_2,dev_type,QUARTER,val_euyv,attr_start,channel_2,passwordHash,CHANNEL,device_type_info,os,p_vw,DATE_2,field_ytc,x_hbg,DATA_LINEAGE,period_interval_38,wordemb,start_date_raw,timeOfDay,val_750,val_nzr,val_kww,period_interval_field,user_created_at,default_value,medium,start_date_2,digital_certificate_46,nxkzfp7,landmark_poi_54,dim_tta
Tuesday,"37 20 * * 0,6",Approved,17 8 * * *,July,6542357907884,2024-05-21 20:50:10,2020-10-30,83.3,2019-03-13T00:00:00Z,Brave,Viewer,July,field_a -> target_col,Thursday,ADV-N985NCQL1E,2018-02-26,Smart TV,2022-06-28,2020-2025,INR,0.13,Wednesday,Ibuprofen 200mg,Email,H2O,2023-02-09,2021-06-18,October,olivia_johnson667,2026-06-23,7b07fae8-88d0-4021-bfe5-ec8bf5c7f093,2018-05-15,E69LXCV7BCH9PBMEO,2019-11-18,Tech Forum 2023,2019-11-25,Safari,6.86,Wearable,2022-11-27,voice_3ec95d383e7e93c0.wav,2025-10-04,2026-08-27,3.29,169.26,Q2 2022,2012,2020-01-28,Mobile,_ga=9562940847.8487826,49-54,Desktop,Needs improvement.,Q4 2021,https://example.com/users/8178faaa/profile,6.47,2020-03-12,2023-11-19,947338,/var/config/export_992.parquet,Glucose: 250.9 g/dL,72-1147038,Low,2019-08-20,2026-03-28,TB3ZTZDQ6QS6C2MST,2019-04-09T05:28:13Z,2019-04-14,Wearable,true,4.85,8.15,0.77,Reuters,26 22 * * *,Oceania,2013,0.53,Green,2026-04-17,indefinite,20.77,"54 0 * * 0,6",0x3f269a968def60f027a4da7e4194abc752d27a41,April,12:38:52,September,2020,Wearable,Male,April,BILL-551093,Brave,true,2025-12-22,2019-05-16,"41 22 * * 0,6",Email,3.43,Desktop,Q1 2020,6011-4305-8706-7132,2025-06-19,Email,$2b$12$xheTV9VA0NvkVi2juBcMFcfAZQnYyq7Y4nQFlf4WgdvtKJb1mcmiY,Mobile,Tablet,Android,2.87,2018-08-19,Email,Competitor Alpine Systems launched DataSync 3000,curated.orders -> reports,Jan-Mar,"[-1.9598, -0.2044, 1.9573, -1.5091, -1.694, 1.0103, 0.478, 0.0746]",2024-05-27,20:37:55,Active,October,October,Jan-Mar,2020-09-14 12:39:28,false,Chat,2023-04-03,"-----BEGIN CERTIFICATE-----
uxY02m6WhX96t0g0/VLKYELnBVNhBCwxOxnprJtf1YstZyIhkRv938OSXRRSYu8j
-----END CERTIFICATE-----",Smart TV,Big Ben,2026-11-17
Sunday,"21 19 * * 0,6",Rejected,13 17 * * *,February,0285783179141,2018-12-06T03:51:39Z,2022-02-28,99.6,2025-07-16T00:00:00Z,Edge,Guest,October,source_col -> target_col,Wednesday,ADV-QR33NJS9CQ,2026-06-19,Wearable,2021-01-16,FY 2025,AUD,0.74,Thursday,Lisinopril 10mg,In-Store,H2O,2019-03-15,2022-09-20,June,masonjones165,2026-05-26,1d64c571-2852-467e-8240-8637b5105b2f,2021-10-03,1SPCOZEO0750GK23A,2026-01-13,Data Expo 2024,2019-01-06,Firefox,6.92,Smart TV,2018-10-07,voice_5364cffcdf437dc2.wav,2021-07-05,2025-08-09,1.48,92.53,Q1 2025,2002,2023-11-11,Desktop,_ga=3112605635.6971632,36-53,Smart TV,Great product!,Q4 2022,https://example.com/users/5801b326/profile,8.19,2021-08-30,2024-03-30,552897,/var/data/daily_187.json,Hemoglobin: 264.5 K/uL,12-1305062,Critical,2019-10-18,2020-05-13,G6A9W7QPY1YSMRW7R,2020-01-05T22:17:59Z,2024-08-27,Smart TV,false,7.39,9.07,7.79,CDC,53 10 * * 1-5,Oceania,2006,6.9,Purple,2021-12-19,30 days,339.33,17 4 * * 1-5,0xcb3339663f47e50d4e962bee2b033d47c6c4dbc1,June,08:22:50,November,2013,Desktop,Male,May,BILL-478665,Safari,false,2024-01-31,2025-03-13,"23 17 * * 0,6",Mobile,7.73,Wearable,Q1 2022,5263-9181-0802-5277,2018-12-06,Social Media,$2b$12$EHJiUin2EvHET2v9dK6DuBDndrKxnZhr1KnDnqA8Fe2lrdIJv7LF9,Mobile,Mobile,macOS,5.58,2019-08-10,Social Media,Competitor Quantum Dynamics launched Widget Pro,staging.orders -> analytics,2020-2025,"[-1.7187, -0.8122, -0.8215, -0.8858, -0.1627, 1.2112, 1.2228, 0.4531]",2025-12-03,15:04:41,Disabled,November,June,2020-2025,2025-07-23 21:28:41,CURRENT_TIMESTAMP,Mobile,2020-04-17,"-----BEGIN CERTIFICATE-----
Pxp9JADcPU0jTQrHELRaqdHgWsY+iGYBCkoKrIqgk4L0+JKfLDTz2pgpuABOGz8S
-----END CERTIFICATE-----",Desktop,Central Park,2025-04-17
Friday,"10 11 * * 0,6",Rejected,21 22 * * *,June,9003501143599,2019-11-16 16:47:06,2022-07-27,26.6,2026-10-14T00:00:00Z,Edge,Admin,June,field_a -> field_b,Friday,ADV-GHELALURJI,2020-05-30,Desktop,2018-08-05,H2 2023,BRL,10.0,Sunday,Albuterol 90mcg,Email,Homo sapiens,2018-07-08,2026-07-23,December,logan.clark134,2022-07-26,8274d99e-0038-4a6e-9005-6b0be73051ab,2020-07-15,POPWI7G9TWZRLJP9J,2022-07-20,Annual Summit 2021,2026-09-25,Firefox,2.15,Wearable,2023-03-26,voice_9aa64e48f6e89705.wav,2020-12-06,2021-02-08,7.98,114.26,Q1 2024,1992,2018-04-28,Desktop,_ga=2522782254.9003743,13-69,IoT,Excellent service.,Q3 2023,https://example.com/users/4a82c0de/profile,2.19,2026-06-08,2018-04-07,958047,/var/uploads/daily_915.csv,Glucose: 293.7 K/uL,77-5601385,High,2022-01-29,2020-09-03,9K4GQOJ94E0LMWDAJ,2023-02-26 23:43:26,2023-01-07,IoT,false,6.79,1.59,5.91,Bloomberg,26 14 * * *,North America,2000,3.0,Yellow,2021-08-13,1 year,538.94,44 12 * * 1-5,0x1d56973463b93aaa41295016d344173aeb6bcb17,February,10:10:54,April,2009,Desktop,Male,November,BILL-788509,Chrome,false,2019-07-15,2020-06-30,"29 16 * * 0,6",Email,8.65,IoT,Q2 2023,3721-7381-2133-6992,2020-08-20,Web,$2b$12$1YyoDGLBukyO2sSDvmh4jnEwTgzCYF5KxVFtdfUtu7w7xYdtOSl2O,In-Store,IoT,Chrome OS,4.27,2021-05-25,Mobile,Competitor Beacon Analytics launched VaultKeeper,curated.events -> exports,Q1 2024,"[-1.2238, -0.3347, 0.0843, 0.8267, 0.0623, -1.1096, -0.4062, 0.0387]",2022-05-22,15:07:07,Disabled,January,October,2020-2025,2025-05-14 20:26:07,null,Social Media,2018-12-26,"-----BEGIN CERTIFICATE-----
raihr45B/+Jo1bucO3EGHDp4/Ylkx8jsjQBU/iz5QMsPhEaXZk/ofjvSinR03fv2
-----END CERTIFICATE-----",Desktop,Eiffel Tower,2019-09-14
Thursday,4 4 * * *,Pending,"58 10 * * 0,6",October,2420365049469,2019-09-27 22:43:45,2023-08-07,66.8,2018-08-06T00:00:00Z,Opera,Admin,April,field_a -> field_b,Tuesday,ADV-FFRHIQNCLK,2020-04-22,Mobile,2020-04-20,Jan-Mar,AUD,5.15,Monday,Ibuprofen 200mg,Web,NaCl,2018-11-18,2018-11-20,December,william_young888,2019-06-02,a43cf8e5-1693-4117-8e4f-03ff27d05b3b,2019-01-13,6P1ZI2FBH9CKRO69H,2020-03-05,Tech Forum 2021,2019-07-19,Chrome,2.18,Tablet,2025-10-25,voice_a5b7c809593307d7.wav,2022-02-25,2018-09-30,5.27,4.01,Q2 2024,2010,2024-06-27,IoT,_ga=5947999771.6294202,40-63,Smart TV,Needs improvement.,Q1 2025,https://example.com/users/810e1413/profile,2.85,2022-03-16,2025-09-17,570471,/var/uploads/export_648.json,Glucose: 65.5 g/dL,34-9598791,Critical,2020-06-25,2023-02-21,QK0CVZ5MRLP6BVROT,2026-09-11T07:17:10Z,2026-11-15,Wearable,true,4.21,7.45,6.28,Bloomberg,25 17 * * *,Africa,2003,3.89,Red,2019-11-19,1 year,274.78,38 17 * * *,0x3a3a98735932f2022a4a9cc6b5f2dbba48082d21,July,20:29:44,January,2017,Mobile,Female,January,BILL-393374,Opera,false,2024-09-25,2022-08-08,"15 11 * * 0,6",Email,0.97,Tablet,Q3 2020,XXXX-XXXX-XXXX-5817,2019-11-03,Social Media,$2b$12$kPAcVFu0gPEIJs7cd86Hrjxgbapx37Kbk34GvEpUBxaYod4lWojKR,Mobile,IoT,iOS,0.16,2025-07-09,Web,Competitor TechCo Industries launched NanoCore SDK,raw.orders -> analytics,Jan-Mar,"[-1.4344, -0.6826, -2.5788, -0.0779, -2.2679, -0.0165, 0.0701, 0.6961]",2023-08-16,07:30:08,Enabled,January,May,FY 2025,2020-05-04 12:41:15,1,Chat,2024-04-16,"-----BEGIN CERTIFICATE-----
T/o+RWE1ApnoDFrz5SJo4tZBqB10p2aeNAfjjo5+ijBzuVeQ5ibyYW/J5WLS+dvw
-----END CERTIFICATE-----",Desktop,Big Ben,2022-10-01
Thursday,39 20 * * *,Pending,54 13 * * 1-5,November,3852424616234,2020-01-06T07:10:12Z,2025-05-16,10.6,2023-03-04T00:00:00Z,Brave,Guest,February,input -> field_b,Saturday,ADV-JUM6HSF5JE,2021-11-08,Tablet,2018-12-31,H2 2023,BRL,6.59,Tuesday,Omeprazole 20mg,Social Media,E. coli,2025-07-22,2020-05-08,December,aiden.johnson708,2024-02-20,48bba98f-cef7-4709-baa7-bb69bc58a1b2,2026-06-08,L5KLZZ97GHLF7AT5W,2018-01-10,Annual Expo 2021,2025-05-12,Firefox,4.72,Smart TV,2024-09-03,voice_b9de5e9b1761e333.wav,2019-11-03,2024-09-20,7.5,168.39,Q1 2025,2020,2026-08-04,Desktop,_ga=3745601141.3680770,21-88,IoT,Average experience.,Q4 2025,https://example.com/users/6b4d088b/profile,8.7,2019-01-03,2019-03-10,910787,/var/uploads/batch_654.yaml,Cholesterol: 184.5 K/uL,85-5919484,Critical,2025-03-26,2019-02-14,BQZX5RQRNO8J9DQA7,2020-03-03 04:12:14,2019-08-27,Mobile,false,1.02,8.27,7.42,Census Bureau,3 19 * * 1-5,Europe,2014,5.96,Yellow,2023-03-21,1 year,968.49,"54 2 * * 0,6",0x9f61ba34e77df831b2f45f4dbc1e94567d577271,October,00:15:53,January,2022,Smart TV,Other,August,BILL-754813,Brave,NO,2021-04-30,2023-09-09,36 23 * * 1-5,Mobile,8.5,IoT,Q2 2024,XXXX-XXXX-XXXX-1729,2025-11-05,Chat,$2b$12$aDlAY2nrRXUxqKlnl7WaXiQ7KWYE7U1utG7OEFBGSQfbnbky7W44q,In-Store,Tablet,Windows,4.67,2026-02-17,Phone,Competitor Skyline Partners launched CloudGuard,staging.events -> exports,2020-2025,"[-1.1061, 0.0992, -0.9901, 0.3886, 3.8971, 1.0383, -0.7302, -1.1043]",2020-06-08,15:41:03,Disabled,April,September,Jan-Mar,2019-02-07T23:37:37Z,null,In-Store,2020-03-02,"-----BEGIN CERTIFICATE-----
rZDNMPnI8qQIF39DUXPW5OiSfDdhBBfEhRANcctP7YGQ0uS4pGvHG8TF1NgcJctU
-----END CERTIFICATE-----",IoT,Eiffel Tower,2024-01-27
Wednesday,"15 4 * * 0,6",Pending,"1 2 * * 0,6",June,6245832394550,2023-07-11 23:42:03,2024-11-20,79.9,2019-05-16T00:00:00Z,Opera,Editor,March,field_a -> output,Tuesday,ADV-NLC8ZY9ZHD,2018-06-17,Mobile,2026-05-06,Q1 2024,CAD,6.5,Tuesday,Lisinopril 10mg,In-Store,Fe2O3,2022-12-12,2019-03-21,June,amy_miller77,2021-01-06,3fd58376-773c-4b3b-865d-1a91ce50bd3f,2019-06-22,T9M3F4SMYHMQGQW4I,2022-07-17,Annual Forum 2021,2025-09-12,Safari,3.6,Wearable,2026-05-06,voice_10af7f59ec515eed.wav,2019-11-16,2024-03-07,3.13,185.93,Q2 2022,2022,2026-03-05,Mobile,_ga=6236629000.6113686,48-63,IoT,Needs improvement.,Q2 2024,https://example.com/users/9b607847/profile,6.43,2018-12-15,2019-04-10,867580,/var/data/export_701.parquet,Glucose: 165.0 K/uL,67-3293196,High,2018-06-21,2019-10-04,BIKWG15LJ1WFYY52I,2018-09-23T21:43:34Z,2022-06-02,Desktop,false,5.97,5.62,4.15,CDC,"7 10 * * 0,6",Asia,2026,4.98,Yellow,2024-08-02,7 days,809.14,29 2 * * 1-5,0xf86c3f82cbf2888dafc4c4141a7de81f4c556f00,December,05:39:32,January,2014,Desktop,Other,May,BILL-150466,Edge,NO,2026-04-16,2023-10-16,23 16 * * 1-5,Phone,2.65,Desktop,Q4 2026,3763-7804-8772-3486,2022-02-17,Chat,$2b$12$9aZdhm6MM0JV0Q3LrSxvoTmAMToI4uHcH6WBsqZFwHWHIuXLQ1342,Mobile,Mobile,Chrome OS,3.4,2023-03-28,Chat,Competitor Quantum Dynamics launched SmartHub X1,curated.events -> analytics,Q1 2024,"[1.2, 0.8276, 1.8473, -1.1521, -1.1226, -0.6116, 0.6292, 0.5549]",2022-09-05,17:51:01,Active,January,March,Q1 2024,2019-05-05 03:08:21,CURRENT_TIMESTAMP,Phone,2025-07-12,"-----BEGIN CERTIFICATE-----
hMMf33z9wqwVQQp5YnVMaEElO8mXpVyesbj4Sl/zw5fdTMcStGOQtAxR45JPHb0c
-----END CERTIFICATE-----",Mobile,Eiffel Tower,2020-04-08
Sunday,"12 13 * * 0,6",In Review,17 6 * * *,March,4752307038109,2026-04-01T12:46:51Z,2025-07-29,2.0,2025-02-03T00:00:00Z,Safari,Admin,November,field_a -> target_col,Monday,ADV-7V7E8PH5TR,2026-11-11,Mobile,2021-01-27,Jan-Mar,EUR,8.67,Monday,Lisinopril 10mg,Social Media,H2O,2018-07-15,2026-12-25,September,williamjackson274,2021-09-18,820f99f7-705c-4168-8435-838a0d2adc02,2022-12-25,M5F41MT0ZWVZEKX6V,2024-03-04,Tech Summit 2024,2023-06-03,Opera,2.05,Smart TV,2024-03-06,voice_67ee48fbfff7f9e5.wav,2022-08-06,2023-04-18,1.68,325.76,Q2 2020,2020,2019-05-05,Smart TV,_ga=1762405500.6019331,33-89,Smart TV,Average experience.,Q2 2023,https://example.com/users/b3c8a88f/profile,8.12,2026-07-10,2021-04-30,862797,/var/uploads/daily_190.xml,Hemoglobin: 132.0 g/dL,25-3006702,Low,2019-05-20,2018-06-21,R8EY46RRH9I2URCIH,2024-08-09 06:29:13,2020-08-05,Mobile,false,7.03,2.02,8.31,Census Bureau,22 13 * * 1-5,Oceania,2008,6.43,White,2018-06-22,30 days,899.48,23 7 * * *,0xd65df5cef8ec7eed349c8a8e858c18adcd7f6b4a,August,12:41:02,February,2025,IoT,Non-binary,September,BILL-551886,Brave,false,2024-08-06,2023-02-21,"49 12 * * 0,6",Mobile,1.06,IoT,Q3 2025,5578-0631-7185-8245,2025-12-17,Chat,$2b$12$CcgnNUmuvWbyG4MUx3cUzihtZg4YyXgepNvHknCkBTjsRIrQ81Rog,In-Store,IoT,iOS,5.64,2021-12-20,Social Media,Competitor DataCraft Inc launched StreamLine ERP,curated.users -> reports,Q1 2024,"[-0.5651, 0.0096, -1.7331, 0.3409, 0.6973, -0.0313, -0.2771, 0.2535]",2020-03-12,12:06:42,Disabled,July,March,Jan-Mar,2026-03-08 21:07:22,0,Social Media,2021-11-25,"-----BEGIN CERTIFICATE-----
nRPtWFo6gslKsjSHtjG/DEqk1s5EHxLSW58UWS0B3a8GP8anTkPRYndcnJaI+I3B
-----END CERTIFICATE-----",Mobile,Central Park,2026-11-28
Wednesday,"23 12 * * 0,6",Pending,"32 5 * * 0,6",February,1568028761643,2020-04-10 16:10:31,2025-09-30,87.4,2024-09-17T00:00:00Z,Edge,Editor,September,source_col -> field_b,Tuesday,ADV-7KP7QCSIUF,2022-09-15,Smart TV,2026-01-27,FY 2025,USD,4.98,Tuesday,Omeprazole 20mg,Mobile,Homo sapiens,2024-02-29,2023-06-28,July,harper_martin13,2020-02-28,25d43079-2963-40a7-9a82-46d3885abed2,2018-09-04,R0TILSJZG2DY76UMX,2020-11-12,Global Summit 2025,2024-10-06,Safari,2.47,Smart TV,2025-08-25,voice_4030c8f3f9f18e63.wav,2022-03-15,2023-02-18,9.95,251.44,Q3 2024,2000,2021-09-30,Wearable,_ga=2614389777.5810478,46-83,Tablet,Not recommended.,Q2 2020,https://example.com/users/d1435469/profile,4.12,2025-01-16,2025-09-09,997616,/var/data/export_939.yaml,Hemoglobin: 293.4 K/uL,94-7301978,Critical,2020-12-14,2026-06-28,D31TVVG8CQY3F6CE6,2019-05-14T23:07:24Z,2023-08-30,Mobile,false,2.53,2.49,2.81,CDC,"48 20 * * 0,6",Africa,1998,6.31,Orange,2021-02-21,indefinite,539.45,"57 2 * * 0,6",0xf994bd01cc6cee9ad143f8189fa1117eb0f50c2f,October,10:34:24,May,2022,Wearable,Female,September,BILL-597194,Opera,YES,2020-07-27,2024-07-29,"44 18 * * 0,6",Phone,0.92,Smart TV,Q4 2022,6011-4158-2888-1761,2025-10-24,Social Media,$2b$12$tLgaEpnjWflGP4FqZvxsk59XlqCoruNLGBoGQHcQZ5k8cbRfHUKQ0,Email,IoT,macOS,5.46,2024-05-02,Email,Competitor Beacon Analytics launched NanoCore SDK,staging.events -> reports,2020-2025,"[-1.5102, -1.3768, -1.0574, 0.3492, -1.3855, 0.1765, 1.7843, -0.9364]",2022-04-22,12:18:14,Inactive,April,November,FY 2025,2021-05-21 12:23:33,0,Chat,2019-03-28,"-----BEGIN CERTIFICATE-----
7R3fnls0XiMk13jEJviNvzy4Y9Rh0IV/HN8m+vvDnCvAeoqZ8qpOO+j4B9I7WHAy
-----END CERTIFICATE-----",Desktop,Statue of Liberty,2018-12-10
Sunday,45 6 * * *,Rejected,26 13 * * *,November,5635269651378,2018-08-27 09:34:48,2026-09-27,2.6,2023-04-08T00:00:00Z,Opera,Editor,September,source_col -> output,Friday,ADV-81BC15965O,2021-12-23,Wearable,2021-11-06,H2 2023,USD,1.19,Monday,Albuterol 90mcg,Phone,Fe2O3,2023-04-20,2023-05-26,June,olivergarcia35,2023-12-03,12d60375-b086-4c79-ba45-4c6b298c35c2,2019-02-08,2N6OTWSRQWJFEWE2T,2019-03-30,Data Expo 2021,2024-01-03,Brave,2.76,Smart TV,2021-05-10,voice_23e4e8a36bb820f2.wav,2021-11-11,2021-07-06,7.98,301.02,Q2 2024,2022,2025-05-19,IoT,_ga=8285732477.7619683,50-52,Wearable,Great product!,Q1 2021,https://example.com/users/a095a1d4/profile,8.61,2019-04-30,2026-07-19,892540,/var/uploads/batch_766.csv,WBC: 179.0 mg/dL,43-5550699,High,2020-06-11,2024-04-06,UJCVTNZPTB0NGUADZ,2025-04-26 06:10:04,2021-09-02,Smart TV,false,6.97,0.62,8.98,Census Bureau,31 14 * * 1-5,Africa,1993,4.08,Orange,2018-12-16,1 year,909.78,"15 1 * * 0,6",0x102e384b84dbebc3e3beb213b121405ebab51d16,April,07:16:45,November,2007,Desktop,Other,January,BILL-755637,Edge,false,2025-09-19,2021-07-09,"27 10 * * 0,6",Mobile,7.03,IoT,Q2 2024,XXXX-XXXX-XXXX-5813,2020-05-21,Mobile,$2b$12$7HSQ4Sqa77VS3YoDQNHOJ3K8JOU50mwWjTnKG2Mxax8hLCm48uAYX,In-Store,Smart TV,Android,2.77,2018-10-14,Mobile,Competitor Vertex Technologies launched Widget Pro,raw.users -> exports,FY 2025,"[0.641, 1.3716, 0.7699, 0.4443, 0.2752, 1.0252, 0.7072, 1.8803]",2026-11-21,10:54:58,Inactive,June,June,H2 2023,2025-09-18 10:31:43,null,Chat,2021-01-25,"-----BEGIN CERTIFICATE-----
W4nTFydr1Ccc1OGSO34fk28IrdUrAbYvg8ds9GEdWYeDanfzuGyh3/VEt33oBA5x
-----END CERTIFICATE-----",Desktop,Eiffel Tower,2018-08-02
Sunday,10 15 * * 1-5,Pending,"59 5 * * 0,6",April,4664102862936,2019-05-11T20:50:02Z,2022-03-08,2.8,2022-07-03T00:00:00Z,Safari,Admin,February,source_col -> field_b,Sunday,ADV-NO71FFN2ME,2021-08-16,Mobile,2019-09-07,H2 2023,GBP,5.63,Wednesday,Metformin 500mg,Email,E. coli,2022-04-25,2020-12-27,December,ethan_anderson765,2023-11-13,d51374e3-b356-460b-9bc1-ebdd19d1a892,2019-12-05,IDL95I5FECUXBU55H,2023-07-05,Data Conference 2024,2019-10-13,Brave,6.0,IoT,2023-11-15,voice_eee0d5e914e74478.wav,2021-12-13,2024-10-07,1.24,14.48,Q1 2025,2020,2026-03-10,Mobile,_ga=9258586594.7894810,31-80,IoT,Average experience.,Q2 2021,https://example.com/users/f94066be/profile,5.78,2022-01-23,2025-09-17,117062,/var/tmp/daily_20.parquet,Glucose: 255.8 mg/dL,64-5165962,High,2021-04-22,2023-01-21,HTFW88KOA6ZA8A982,2019-04-03 19:49:27,2025-02-26,Tablet,true,3.38,6.88,3.69,Reuters,"17 1 * * 0,6",Africa,1999,0.06,Blue,2022-03-03,7 years,596.25,"2 4 * * 0,6",0x5f07207362bd8567b42403a4169430d4a1548143,April,19:27:50,June,2023,Wearable,Female,May,BILL-723019,Chrome,false,2024-08-05,2022-11-09,3 12 * * 1-5,Phone,6.2,Smart TV,Q1 2026,6011-3797-7375-0415,2019-11-07,Mobile,$2b$12$JSHi1kQF1AwNyBBBriW4hLvfWPIeCc0955lbbqEXZynYKQiK1liJg,In-Store,Mobile,Linux,3.52,2025-10-14,Social Media,Competitor Alpine Systems launched CloudGuard,curated.orders -> analytics,2020-2025,"[1.0469, 1.6107, -0.3454, -0.4883, -0.4413, -0.2032, -0.8537, 0.8543]",2026-04-05,11:22:56,Inactive,March,February,H2 2023,2023-02-22 16:21:39,0,Mobile,2025-09-25,"-----BEGIN CERTIFICATE-----
DojudpA5CGXavHfbESlpUue1CWZ3ut8lElpqxWaOpAD51NNtumBFAS20lEO04atW
-----END CERTIFICATE-----",Smart TV,Big Ben,2022-08-25
Saturday,"49 19 * * 0,6",In Review,23 11 * * 1-5,March,5693188253738,2019-01-27T01:19:25Z,2022-06-26,22.4,2019-01-19T00:00:00Z,Opera,Editor,June,source_col -> field_b,Wednesday,ADV-80BPUDATZU,2020-04-12,Mobile,2020-06-28,2020-2025,USD,4.14,Tuesday,Albuterol 90mcg,Phone,C6H12O6,2026-04-25,2021-06-09,January,liam.king875,2019-07-12,87244128-8431-4200-8a47-230461b4da87,2025-01-10,URTFOJ0ZNYF52WF41,2023-04-16,Data Forum 2026,2019-03-25,Safari,5.7,IoT,2019-08-21,voice_bba562df86154392.wav,2019-01-21,2019-03-02,3.09,22.86,Q4 2022,2026,2021-12-19,Tablet,_ga=3877134200.2268156,15-89,Desktop,Great product!,Q3 2026,https://example.com/users/f669d6c9/profile,4.07,2025-10-30,2022-10-12,908881,/var/config/export_321.json,Glucose: 53.6 mg/dL,18-4414838,Negligible,2024-06-20,2025-02-22,NBBNFTQIOH5SIVLSX,2026-08-15T01:48:18Z,2022-03-27,Tablet,true,5.32,5.3,6.02,WHO,"58 18 * * 0,6",North America,1999,7.58,Black,2024-02-13,7 days,195.75,11 9 * * 1-5,0x010a3599fdd57f67369808529551d9b3cfaa832c,December,15:18:32,September,2013,Smart TV,Non-binary,April,BILL-614328,Edge,false,2024-05-29,2022-12-05,"46 16 * * 0,6",Mobile,9.26,IoT,Q4 2025,4756-4300-5959-5032,2024-02-11,Phone,$2b$12$4GMw6ZQm9fZnkilk7Bo8MoOalBEpNg69e70NX98NfBHyNMR0Slr1m,Web,Tablet,Android,6.86,2018-07-27,In-Store,Competitor Acme Corp launched SmartHub X1,raw.users -> analytics,Q1 2024,"[0.6995, -1.6767, 0.0031, -0.3093, -0.7176, -1.2675, -1.4115, 1.5415]",2021-02-17,12:20:40,Inactive,December,March,Jan-Mar,2023-04-12 00:54:00,'',Mobile,2026-04-22,"-----BEGIN CERTIFICATE-----
rowIXnnDdNG0OJE576sIpKTBF6rvq69gjX3VdNvqxt68nOHNg4Dk5KQ9Tf5/NnY+
-----END CERTIFICATE-----",Mobile,Eiffel Tower,2019-10-12
Wednesday,11 12 * * 1-5,Pending,26 21 * * 1-5,June,9894361517478,2026-01-20 08:25:02,2026-01-18,35.9,2020-01-20T00:00:00Z,Opera,Guest,March,source_col -> output,Friday,ADV-OVNG7TF7XM,2024-10-15,IoT,2025-06-10,2020-2025,JPY,5.08,Wednesday,Ibuprofen 200mg,Mobile,NaCl,2020-04-18,2021-10-16,August,robert.king357,2026-03-28,b3fc958d-7a04-42ac-b292-9e83ff7b7c62,2024-08-23,LACNAB61VR1W9BDL9,2020-04-29,Data Summit 2025,2022-08-21,Opera,3.69,Wearable,2022-11-19,voice_642d86baac7c9f21.wav,2019-08-16,2022-07-20,0.47,76.77,Q4 2024,2024,2026-02-05,Tablet,_ga=8815639748.7952386,18-52,IoT,Not recommended.,Q3 2020,https://example.com/users/5dd1d8f4/profile,4.48,2026-08-03,2023-08-01,680754,/var/config/daily_717.csv,WBC: 243.8 mg/dL,99-8387734,Medium,2023-03-11,2024-11-08,PT7SP16QA9F89RU0O,2018-10-26 16:06:59,2023-01-13,Desktop,false,1.95,2.84,3.5,WHO,15 3 * * *,Europe,2013,5.22,Black,2021-07-21,7 days,989.08,"50 11 * * 0,6",0xb0345a58d5794994701ed48a411cbd7747d770f6,September,10:12:08,August,2015,Tablet,Female,September,BILL-173443,Edge,YES,2023-01-14,2025-03-03,49 9 * * 1-5,Phone,2.62,Mobile,Q3 2024,4978-6032-7526-2474,2019-04-16,Web,$2b$12$mctWBfHGEjfVZTD4N9WyYJKEFhd1H1nWT0fNZLV1tWgYb1GeCzkjp,Web,Wearable,iOS,1.3,2025-01-16,Phone,Competitor Beacon Analytics launched Sentinel Monitor,staging.events -> analytics,2020-2025,"[-0.769, -1.1245, 0.0659, -0.0301, -1.571, -0.4537, -0.6916, 0.1163]",2022-10-23,11:09:37,Inactive,March,June,Jan-Mar,2023-10-06 11:55:16,false,Email,2019-08-20,"-----BEGIN CERTIFICATE-----
hRTW8Asu9iPxjQUeQmjYCT67XKJXIowzzfxpYTe/U8fYQgQ8zhG4atS2wQS3whSU
-----END CERTIFICATE-----",IoT,Central Park,2022-01-30
