c_953,soundLevel,numeric_range,featureVector,dehwe69,numericRange,NUMERIC_RANGE,FEATURE_VECTOR,ordinal_position,v_tl,raw_integer,trendGrowthRate,landmark_poi,MEDIAN,meta_102,CREATED_AT,median,author,histogram_bin,CONFIDENCE_INTERVAL,decimalFloat,jps19,DECIMAL_FLOAT,integer_6,address_text_data,data_format,iso_country_cd,histogramBin,lwerzd49,word_embedding,var_ao,meta_zh,puymg50,probval,field_ran,customer_load_timestamp,likelihood,standardDeviation,x_land,TREND_GROWTH_RATE,dim_152,integer_info,v_445,trend,unitOfMeasure,dim_integ,50th_percentile,size_dimension_category,ordval,STANDARD_DEVIATION,area,HISTOGRAM_BIN,var_decim,stddev,position,time_of_day_raw,percentile,wordEmbedding,correlation,c_293,SCHEDULE_PLAN,change,src_probability_confidence,WORD_EMBEDDING,attr_rang,integer,ci,src_median,dim_phwd,INTEGER,percentage,featvec,src_ordinal_position,meta_113,rank_rating,imgemb,p_qqbh,p_sxtn,intval,double,var_273,user_decimal_float,dim_bank_identification_number,first_name,meanAverage,median_6,user_standard_deviation,visual_features,src_confidence_interval,startdt,confidence_interval_6,c_ima,binval,x_83,content_type,fgavi11,ordinal_position_6,0_1,wordemb,voiceprint,confidence_interval_field,feature_vector,d_79,histbin,attr_uecr,bin_edge,SCIENTIFIC_NAME,median_val,CORRELATION,cryptocurrency_adr,food_ingredient_name
text/html,9.2,15-60,"[0.8103, 0.9861, 0.1038, 0.022, 0.3944, 0.0817, 0.0496, 0.1598]",8VE3AP9HF,32-79,12-62,"[0.291, 0.1388, 0.823, 0.8034, 0.5236, 0.7237, 0.5817, 0.3612]",650,-11.78%,331,-15.77%,Eiffel Tower,60.9051,"$312,936",2021-11-04 10:50:52,56.041,linda.wright,86.95,"[25.98, 99.48]",5477.2606,BILL-514096,-592.7212,7283,"6444 Elm St, Portland",JSON,CA,20.98,YES,"[0.8528, 0.8478, 0.704, -1.5929, 2.3979, 0.4576, -0.5943, 1.8988]",209,903,Every 15 minutes,0.3004,13-98,2024-12-02T22:23:47Z,0.1752,44.1476,Statue of Liberty,23.76%,"[-0.6766, -0.9047, 0.4243, -0.7175, 0.3738, -0.5707, -0.1581, -0.3352]",7502,Pollen,13.58%,lb,1009,83.8698,XXL,222,12.9031,81918.3,58.67,9384.0483,15.5105,637,09:58:08,20.27,"[-0.3032, 0.523, 0.6609, -1.1768, -2.0887, -0.2383, -1.362, -0.2207]",0.3011,46.7489,Daily at 2am,32.73%,0.9107,"[0.8444, 0.8746, 1.5913, 0.6702, -1.4889, -0.0958, 1.089, -0.5176]",6-54,3338,"[32.97, 62.94]",-61.371,"[30.52, 61.88]",354,22.82%,"[0.896, 0.709, 0.4835, 0.7782, 0.4834, 0.4702, 0.046, 0.3176]",873,CLM-585763,25,"[-0.5121, 0.1744, 0.4014, 0.5571, 0.3994, -0.765, -0.103, -0.0939]",973a161a0d36646c95e393ce39b014438ebf37776970ec416c617364aed91da0,41.88%,9783,7926.0288,2695,7678.5754,3745661,Sarah,-67.43,-74.5158,30.0569,"[0.1024, -0.1412, -0.1282, -0.2292, 0.5881, 0.6677, 0.1154, 0.6654]","[33.08, 74.92]",2025-07-07,"[2.76, 68.68]","[0.2326, 0.7978, -0.5923, -0.0212, -0.125, -0.5387, 0.4882, -0.0152]",1,26.98,Article,0.7722,897,1,"[0.3846, 0.3106, -1.2927, -1.0306, -0.3211, 0.4997, 0.8909, 0.8876]",voice_025324add861fff9.wav,"[38.07, 71.49]","[0.9805, 0.532, 0.1469, 0.2933, 0.1423, 0.8331, 0.3341, 0.871]","[-0.4594, 0.4117, 1.1293, 0.5991, 0.1866, 0.4605, -0.711, -0.0004]",39.83,11/29,57.88,Fe2O3,-41.689,0.6711,0x18d571c3b01736f21f4e665908be4258485ecbb2,Tacos
application/json,15.2,35-77,"[0.9822, 0.7218, 0.9345, 0.3952, 0.617, 0.9146, 0.0999, 0.3628]",GSNVJL844,32-65,5-56,"[0.0102, 0.6359, 0.6486, 0.3019, 0.9922, 0.1714, 0.392, 0.7166]",985,43.51%,1427,21.62%,Golden Gate Bridge,-98.9072,"$6,791,267",2025-01-12T09:48:27Z,-0.0922,susan.brown,37.92,"[33.12, 78.03]",9247.4956,BILL-216124,3454.0684,3236,"8567 Pine Rd, Los Angeles",Parquet,AU,10.65,NO,"[-0.8783, 0.7888, 0.0304, 1.1247, 1.0911, -1.1602, -0.4799, 0.8425]",811,544,Weekly on Monday,0.4286,47-62,2026-09-03T11:22:28Z,0.2852,10.2643,Central Park,-7.72%,"[-0.081, 0.2473, -0.4103, 0.1591, -0.142, -0.131, -1.6863, 0.4385]",3046,Latex,-26.59%,°C,6556,77.2846,M,888,12.7282,80673.9,16.92,2317.2894,27.3316,360,02:14:37,57.86,"[-0.1819, -1.2865, 1.5537, 0.1436, -0.1595, -0.5392, 0.0852, -0.714]",-0.7015,49.6392,Every 15 minutes,-28.37%,0.8629,"[-0.5468, -1.0396, -1.8375, -0.74, -2.4394, -0.9642, -0.7532, -0.512]",40-52,7342,"[28.21, 66.56]",3.4149,"[33.32, 61.89]",6120,30.76%,"[0.857, 0.7327, 0.1232, 0.2145, 0.1845, 0.465, 0.0948, 0.3478]",863,CLM-699671,32,"[-0.7707, 0.2877, -0.6172, 0.6615, 0.1999, -0.6359, 0.1147, 0.2861]",ce6411143e0ac51b950bd7646cd40d76ff3d1c162c8b5eaab27a2f28cb8b2f83,-36.69%,4361,9033.7323,8985,7562.759,372077,James,-97.7611,6.6462,45.3793,"[0.5239, 0.5788, -0.3007, 0.4162, 0.2954, 0.1588, 0.3183, 0.5894]","[26.75, 68.21]",2024-12-04,"[8.51, 73.44]","[-0.3253, 0.8246, -0.0075, 0.0071, -0.405, 0.0058, 0.6871, -0.0334]",0,7.67,Video,0.9873,530,0,"[-2.0094, -0.5879, -1.31, 1.2162, 0.204, -0.6201, -1.0243, -0.7114]",voice_96b0d7d82661201e.wav,"[35.52, 81.45]","[0.0483, 0.345, 0.2211, 0.5562, 0.4065, 0.8849, 0.853, 0.2087]","[-0.4297, -0.6139, -0.4616, -0.7884, 0.6685, -0.7701, 0.3539, -0.7002]",59.66,09/28,76.51,E. coli,35.6483,0.4564,0x9b948760d245ebb9e3243651de0562fc379fa23e,Pasta
application/json,72.8,8-98,"[0.5315, 0.6482, 0.7575, 0.8984, 0.9202, 0.7373, 0.9762, 0.4606]",21AAJVNTE,41-75,38-86,"[0.7217, 0.656, 0.308, 0.0319, 0.2725, 0.5734, 0.8878, 0.2091]",888,27.66%,1581,18.02%,Statue of Liberty,16.3018,"$2,669,156",2022-07-08T23:59:30Z,65.6886,olivia.garcia,21.26,"[38.25, 77.23]",1204.2883,BILL-650188,99.8244,5560,"9880 Main St, Denver",YAML,DE,95.04,false,"[0.8623, 0.7036, 0.6842, 0.6458, -0.0632, -1.1119, 1.3688, 0.414]",256,473,Weekly on Monday,0.8211,3-94,2024-04-19T08:02:08Z,0.1688,21.4519,Statue of Liberty,31.45%,"[0.6983, -0.1264, -0.7678, -0.2166, -0.9422, 0.2876, -0.065, 0.1593]",8115,Peanuts,33.96%,ft,4481,16.279,L,106,42.9482,13428.3,60.31,1692.3351,9.3544,132,00:16:51,25.44,"[-1.3439, -0.651, 1.6996, -2.1278, 0.2904, -0.3427, 0.1002, 0.1612]",-0.4992,2.0797,Every 15 minutes,12.05%,0.1389,"[0.4267, -2.0605, -0.2178, 0.3319, -1.2914, -1.4985, -1.0608, -0.5889]",4-93,2199,"[2.71, 68.24]",-99.8145,"[24.8, 99.2]",1339,33.95%,"[0.455, 0.3306, 0.4888, 0.5231, 0.6823, 0.6305, 0.421, 0.5948]",87,CLM-245184,94,"[0.4037, -0.0467, -0.1116, 1.0738, -0.3796, 0.8665, 0.049, -0.4215]",9e2e4de00a104aa6ddda8b23989f569c5d25320c0f074daab35c9924798607a1,44.52%,6408,1560.612,7925,5729.9231,377377,Linda,15.9638,73.9998,36.0707,"[-0.4833, -0.0796, -0.0452, -0.0059, -0.5602, -0.3859, 0.7023, -0.6969]","[26.35, 92.98]",2020-12-05,"[11.46, 96.38]","[0.1976, -0.0874, -0.3016, 0.639, 0.3752, 0.1251, 0.9146, 0.4583]",0,31.65,Video,0.67,673,1,"[0.0552, -0.6911, -0.2947, 1.6263, -0.6656, -0.9202, 0.1529, -1.3568]",voice_c7ace59cf266baa9.wav,"[16.77, 63.13]","[0.699, 0.7819, 0.627, 0.7788, 0.26, 0.8452, 0.3133, 0.8645]","[-0.1495, -0.353, -0.2373, 0.1828, -0.1313, 0.7985, 0.1359, -0.1503]",68.11,03/26,15.02,H2O,-18.6414,-0.4141,0x8bf533805730f209784be23acf5ac54702d02a89,Tacos
text/csv,28.1,20-74,"[0.8601, 0.496, 0.9019, 0.2176, 0.3116, 0.7073, 0.7748, 0.4064]",MJEXLFM6K,32-85,36-55,"[0.141, 0.0552, 0.3788, 0.1489, 0.4157, 0.6028, 0.8496, 0.632]",232,-26.14%,7743,47.27%,Central Park,24.1377,"$7,208,536",2020-12-03 10:23:21,-37.6166,logan.harris,68.36,"[18.74, 68.93]",7156.0645,BILL-296978,7346.5183,6143,"5840 Pine Rd, San Francisco",YAML,BR,40.71,true,"[0.2339, 1.1458, 0.2146, 0.4566, -0.052, 0.8375, -0.233, 0.1788]",790,935,Monthly on 1st,0.3084,35-67,2019-01-20T11:44:34Z,0.7283,10.5321,Statue of Liberty,24.42%,"[-0.0136, 0.1663, 0.373, 0.2714, -0.6578, 0.6579, 0.1213, 0.5806]",4678,None,-26.27%,°F,9192,-34.9575,M,2,5.9014,90498.4,87.17,-216.972,1.8482,995,09:13:41,37.78,"[-0.0243, 0.5755, -0.9457, 0.5017, -1.4144, 0.9038, 1.2023, -0.1756]",0.9024,4.0498,Weekly on Monday,-14.76%,0.8447,"[0.4293, 1.4255, -0.7991, 0.8455, 0.2376, 0.3956, 0.5461, -1.0503]",9-88,5729,"[34.4, 77.89]",75.81,"[9.6, 98.74]",5131,52.53%,"[0.9762, 0.5393, 0.9495, 0.9187, 0.4505, 0.2903, 0.8324, 0.1232]",279,CLM-572645,11,"[-1.4413, 0.4783, -0.2274, -0.2378, -0.7164, -0.5984, -0.2086, -1.1087]",3d48bbb5787759fd09d450daaf1d83a58120fa9c2b7fabcae922040d774b0cb1,-29.43%,1379,7395.1812,6513,7596.0652,3712275,James,-33.9575,25.111,24.2384,"[0.2233, -0.2041, -0.0294, -0.3333, 0.4627, 0.7678, -1.0757, 0.4894]","[33.24, 69.55]",2018-03-19,"[35.53, 65.13]","[0.5321, 0.5915, -0.3741, 0.1017, -0.1836, -0.3041, 0.0303, 0.3645]",0,69.21,Video,0.9004,279,0,"[-0.4583, 2.6125, 1.5141, 0.6168, -0.2055, 0.5847, 1.3264, -0.4265]",voice_04c35251b7a798c3.wav,"[2.95, 60.88]","[0.3873, 0.0129, 0.1471, 0.9358, 0.3339, 0.252, 0.3732, 0.9372]","[-0.0622, 0.0381, -0.4078, 1.1261, -0.8191, 0.2767, 0.6918, 0.5573]",93.5,09/25,71.78,E. coli,-10.6572,-0.1764,0x38a49394be71cf39d5a054bea49f09f295b7f42a,Steak
application/xml,95.8,13-63,"[0.0064, 0.8009, 0.2156, 0.8361, 0.079, 0.3793, 0.1753, 0.5585]",QH38Y11FP,18-59,23-86,"[0.6799, 0.2972, 0.6589, 0.2859, 0.5698, 0.3757, 0.1003, 0.3253]",288,-17.22%,6908,3.21%,Golden Gate Bridge,84.0232,"$6,033,624",2023-03-18 13:49:03,-53.1628,michael.lewis,62.95,"[37.55, 78.96]",5855.1414,BILL-898196,1022.8216,9558,"1152 Elm St, Toronto",XML,US,41.14,NO,"[-0.049, 0.9371, 0.5712, -1.2775, 0.7034, -0.7783, -0.3272, 0.3948]",916,13,Monthly on 1st,0.2004,5-84,2023-06-18T21:21:23Z,0.7472,24.5001,Big Ben,-23.38%,"[0.264, -0.07, -0.0272, 0.5321, 0.1885, -0.5923, 0.485, 0.5102]",3862,Peanuts,0.45%,ft,5424,-40.03,XXL,593,46.1286,85793.6,58.77,7639.3651,17.2871,3,03:03:11,94.21,"[-0.8812, -0.617, 2.7991, -1.0696, -1.1629, 0.8158, -0.1244, -0.1084]",0.0838,47.9476,Weekly on Monday,-5.29%,0.7448,"[0.1207, 1.7288, 1.2138, 0.9151, -1.9126, -0.9791, -1.2402, 0.217]",45-51,6248,"[27.39, 76.21]",-59.0427,"[3.27, 73.14]",3642,95.08%,"[0.0648, 0.1802, 0.4965, 0.537, 0.05, 0.4241, 0.4196, 0.0293]",100,CLM-934436,9,"[-0.1489, -0.3144, -0.6061, -0.8841, -0.2966, 0.3148, -0.0953, -0.195]",4ccf8d84dbb5482621bbe7d6f20625911d979b04936b50604cf4b198f4319247,9.47%,4269,1936.2805,2796,6671.1555,54892,Liam,19.4698,3.4549,38.9249,"[-0.0769, 0.0079, 0.2013, -0.0216, -0.742, 0.9147, -0.6426, 0.7158]","[36.9, 84.69]",2020-04-14,"[30.63, 63.13]","[-0.0349, -0.5911, -0.4411, 0.3996, -0.6348, 0.2046, -0.24, 0.4497]",1,75.51,Podcast,0.3521,186,0,"[-0.366, -0.093, 0.3973, 0.1762, 0.7948, -0.3436, 0.6179, -2.4181]",voice_92b40f43af7a9deb.wav,"[25.62, 82.76]","[0.1551, 0.537, 0.9307, 0.7917, 0.2154, 0.568, 0.1453, 0.2952]","[0.5097, -0.137, 0.1787, 0.3613, 0.2524, -0.1837, -0.3111, 0.386]",9.81,02/27,15.59,Homo sapiens,46.2338,-0.7455,0x7a13135145d3f4565875b203986543cb1645a103,Salad
text/csv,3.7,41-98,"[0.2436, 0.7317, 0.5614, 0.0634, 0.1026, 0.4013, 0.9271, 0.5729]",OC8TOQSCL,25-52,47-79,"[0.2033, 0.365, 0.1338, 0.257, 0.9544, 0.6444, 0.1247, 0.2227]",705,40.73%,4271,-3.44%,Golden Gate Bridge,7.775,"$5,206,760",2019-04-22T03:49:57Z,-60.8048,james.wright,72.7,"[25.69, 88.36]",4205.8101,BILL-104274,6880.6219,3610,"2720 Elm St, London",JSON,CA,24.84,true,"[-0.8787, -0.7855, -0.3755, 0.7285, -0.3449, -1.3019, 0.2859, 0.5818]",269,566,Weekly on Monday,0.3996,47-80,2025-08-11T23:19:37Z,0.873,36.9726,Eiffel Tower,12.64%,"[-0.1083, 0.8074, -0.5955, -0.6976, 0.179, 0.3534, 0.1101, 0.6772]",6906,Latex,-26.02%,ft,7944,-25.8578,L,924,20.0112,46055.7,6.94,4579.7483,20.3916,304,01:56:45,69.03,"[-0.051, -1.1817, -0.7631, 0.4246, -1.076, -2.4007, 1.4454, -0.6085]",-0.2166,15.7607,Weekly on Monday,-0.12%,0.3126,"[-0.2133, -1.1452, -0.7674, -0.9876, -1.3512, -0.7304, -1.0797, 0.1178]",48-69,8734,"[25.69, 66.04]",6.9082,"[19.59, 96.78]",8583,44.42%,"[0.1879, 0.8486, 0.2188, 0.7636, 0.2938, 0.6716, 0.5121, 0.6384]",856,CLM-123434,63,"[-0.2281, 0.8681, -0.2095, 0.5286, -0.1383, 0.1989, -0.5493, -0.3417]",a3194f0ec539eee75e526fce0fdd4f91519d96f6c1e464261ef33dd8cda04278,43.71%,3301,2209.4684,9540,-830.4614,60116478,Michael,66.1666,44.8593,37.2468,"[0.3494, 1.1034, 0.2463, -0.3977, 0.5785, -0.3989, -0.3177, -0.1471]","[7.83, 91.49]",2019-08-09,"[12.22, 60.69]","[-0.2272, 0.1161, -0.4317, 0.5919, -0.2294, -0.2778, 0.2514, 1.1081]",0,51.31,Infographic,0.1192,406,1,"[-0.2734, 0.934, -0.4866, -2.179, 1.2099, -0.8295, -0.3378, -0.4711]",voice_a9b67cc412fd109e.wav,"[26.58, 99.97]","[0.0513, 0.3119, 0.3244, 0.9627, 0.046, 0.2103, 0.1096, 0.0571]","[-0.7532, 0.1279, -0.8622, -0.3196, 0.6102, 0.0732, -0.6842, 0.2078]",41.1,08/25,46.42,Fe2O3,-15.9229,0.1394,0xa253578e6ede1f1d84f7a5ad3eb01ac16e6d4c7e,Tacos
text/html,98.8,29-52,"[0.9984, 0.5016, 0.6673, 0.2388, 0.9906, 0.5709, 0.3067, 0.2524]",KAMLQEGY5,16-71,37-80,"[0.1002, 0.1594, 0.0603, 0.6847, 0.104, 0.1565, 0.2551, 0.3591]",368,27.81%,4461,12.68%,Golden Gate Bridge,-45.8059,"$8,458,499",2024-08-19T03:50:21Z,69.7511,john.taylor,86.38,"[19.79, 77.01]",4417.6728,BILL-705025,9927.4945,922,"8506 Cedar Ln, Miami",XML,MX,18.21,YES,"[0.1038, 0.1771, -1.1256, 1.0594, -0.1127, -0.1427, -0.3133, -1.1274]",949,40,Monthly on 1st,0.2472,24-57,2019-03-16 16:25:22,0.9351,14.4041,Central Park,-49.33%,"[0.8383, -0.1485, -0.1285, -0.8509, -0.5734, 0.0384, 0.1184, 0.5092]",985,None,0.46%,°C,8126,-40.0644,L,485,34.5877,97357.3,23.79,2700.0283,28.7895,995,01:45:36,51.13,"[0.6446, 0.4971, 0.775, -0.0323, 0.3777, -0.4687, -0.0084, -0.9595]",-0.6473,1.2931,Daily at 2am,18.8%,0.6536,"[0.268, -0.059, 2.6183, -0.8517, -0.587, 0.0387, 1.0311, 1.7372]",38-60,8169,"[16.58, 93.2]",-57.3067,"[8.86, 66.25]",4968,69.91%,"[0.4373, 0.1222, 0.0488, 0.4473, 0.6324, 0.2563, 0.5301, 0.1244]",504,CLM-219426,62,"[-0.7141, -0.3776, -0.2664, -0.4477, 0.1986, -0.3657, -0.6087, 0.0474]",b1de3151068afaa133aac3935210b5ba54c0aed57f1cb29d027bc13586c5c993,13.32%,4698,4062.684,4046,2416.5435,545328,Elizabeth,-60.5572,6.5192,37.2112,"[0.1584, -0.0785, 0.5016, -0.1724, -0.787, 0.4507, 0.3889, 0.0633]","[7.07, 81.4]",2023-11-03,"[30.38, 78.77]","[-0.1303, 0.3898, 0.4539, 0.0744, 0.1678, 0.5241, 0.7883, -0.0133]",0,35.66,Image,0.6198,533,1,"[-0.0955, -0.0788, -0.2054, 0.0583, -1.4757, 1.2366, 1.4475, 0.2246]",voice_1c17a864d887d2e1.wav,"[6.35, 73.57]","[0.3315, 0.4128, 0.6043, 0.5538, 0.6059, 0.1893, 0.166, 0.7407]","[-0.601, 0.6273, 0.555, -0.7273, 0.12, -0.4923, 0.0391, 1.5787]",30.07,08/29,34.61,H2O,20.4941,-0.2952,0x76fe623ba88ee9d1fa772088e328b1f9fb52af35,Sushi
text/csv,40.8,32-72,"[0.9387, 0.0025, 0.8553, 0.4714, 0.0696, 0.7518, 0.6907, 0.2104]",T0MFT6WGZ,22-81,49-51,"[0.4811, 0.9264, 0.4932, 0.3395, 0.6435, 0.3476, 0.6097, 0.0605]",877,-35.58%,5589,48.68%,Golden Gate Bridge,59.8312,"$1,212,262",2022-06-08 02:16:05,-43.5375,noah.miller,3.42,"[15.1, 94.41]",7786.1629,BILL-866542,4371.7849,7164,"5356 Park Blvd, London",Avro,DE,9.83,NO,"[0.6495, -2.2992, 0.3732, 1.2692, 0.0405, 0.1752, -0.1229, -1.9548]",466,616,Weekly on Monday,0.3285,6-62,2023-07-11T06:38:53Z,0.2955,34.9995,Golden Gate Bridge,-35.88%,"[0.0615, -0.0124, 0.2259, -0.3694, -0.1902, -0.576, -0.2663, -1.0157]",6798,Peanuts,-43.09%,°C,9067,39.4168,M,549,34.9079,22912.7,47.38,2353.3506,22.0686,140,13:17:51,75.48,"[0.4312, 0.0745, -0.346, -0.0482, -1.4298, 0.8865, -0.5774, 0.754]",0.9785,2.0522,Daily at 2am,-29.39%,0.0158,"[0.2015, -1.0655, -1.3501, -0.1121, -0.6789, 1.8851, -0.7716, -1.2978]",27-80,4618,"[5.35, 93.58]",59.3467,"[5.42, 89.12]",9466,89.75%,"[0.1837, 0.0506, 0.7573, 0.8675, 0.0067, 0.0111, 0.1695, 0.2383]",136,CLM-629793,85,"[-0.4126, -0.06, 0.1233, -0.2251, -0.5275, -0.4712, -0.7174, -0.6076]",0700c6a87c7a3858047526134509c6d14b0abc641461f8391934b830a8e9c534,9.79%,3172,2951.7749,5562,9206.5667,43992,Richard,3.4049,-93.2563,43.8146,"[-0.4213, 0.1943, 0.2098, 0.0694, 0.3911, -0.8969, 0.0658, -0.4422]","[19.39, 84.4]",2021-04-10,"[27.84, 86.26]","[0.7179, -0.7923, -0.6319, -0.4696, 0.4003, -0.2572, -0.6966, 0.7053]",0,35.11,Infographic,0.1375,154,0,"[-1.1599, -1.2924, 0.0937, -1.1908, -0.4445, -1.5886, -1.0049, -0.0596]",voice_708c3a2bc5bd6f6d.wav,"[23.87, 97.84]","[0.9785, 0.7836, 0.2292, 0.1492, 0.6437, 0.0909, 0.0742, 0.4472]","[-0.3965, 0.5781, 0.2699, -1.019, -0.466, -0.7261, 0.3832, -0.3416]",74.01,11/28,63.26,E. coli,-72.1219,-0.1135,0x8c7d7b51669ccc103c1b836810bb51c84a86e1c9,Steak
text/csv,16.4,10-81,"[0.3298, 0.7252, 0.7475, 0.5613, 0.5479, 0.56, 0.2664, 0.4453]",Z36V6080V,43-98,9-74,"[0.9185, 0.3333, 0.1994, 0.7645, 0.031, 0.2542, 0.5633, 0.9675]",190,-15.11%,6801,-26.54%,Eiffel Tower,29.0521,"$7,680,649",2021-07-23T02:55:18Z,53.4823,william.jones,63.18,"[10.6, 89.36]",9603.351,BILL-888730,8790.4845,8685,"8892 Oak Ave, Houston",JSON,CA,3.15,YES,"[0.8643, 1.2466, 1.4996, -0.539, -1.0877, -0.1608, -1.0273, 1.0547]",548,285,Every 15 minutes,0.0188,14-95,2018-11-23 06:43:24,0.8602,22.703,Big Ben,-6.3%,"[0.6874, -0.6765, -0.7208, -0.3396, -0.7788, 0.4548, 0.8769, -0.4275]",2590,Penicillin,49.76%,ft,1616,35.2253,M,916,20.1051,4034.0,39.66,5151.0514,1.2226,353,10:31:32,75.24,"[-1.4152, -0.8499, 1.1768, 0.8196, -0.3244, -0.2432, 1.4101, 1.1365]",0.9135,36.4619,Every 15 minutes,13.48%,0.7366,"[-1.2706, -0.7387, 0.0786, -1.5121, 0.3526, -0.1187, -0.6575, 1.9112]",28-85,1849,"[19.43, 77.14]",41.5388,"[12.27, 99.96]",6320,41.02%,"[0.0251, 0.8025, 0.1682, 0.8889, 0.8801, 0.9233, 0.7487, 0.3347]",61,CLM-379009,9,"[-0.444, -0.5875, -0.7089, -0.5495, 0.8338, -0.5306, 0.2601, 0.2027]",af655afa34dd274ecb7085e5ef4bf20328a454f3c2abd64223a59862f8c15cec,-44.21%,9865,432.2939,3298,4696.0465,60116640,Olivia,45.6164,-96.4406,42.7316,"[0.509, 0.1394, 0.5499, -0.3425, 0.251, -0.3646, 0.0566, 0.6433]","[0.92, 79.11]",2024-10-13,"[26.81, 83.87]","[0.0142, -0.3873, 0.0518, -0.0254, 0.2144, 0.1515, 0.3943, 0.2637]",0,91.32,Video,0.859,549,1,"[-1.2584, -0.0036, 0.0619, 0.1951, -0.3518, 0.4686, -0.7661, -0.9233]",voice_451210de589f9e24.wav,"[5.85, 97.8]","[0.4246, 0.8183, 0.1996, 0.2172, 0.5863, 0.4348, 0.2957, 0.546]","[0.2865, 0.4467, -0.3511, -0.2099, -0.1848, 0.605, 0.1318, 0.3422]",45.92,06/28,94.21,Fe2O3,-32.7411,-0.2846,0xea4957f9fe349064d3963dc0132d5aa5f84cecb6,Sushi
text/csv,59.9,20-81,"[0.0013, 0.3103, 0.263, 0.3451, 0.3534, 0.1842, 0.8343, 0.4995]",ILU8C0JSU,17-85,20-57,"[0.8516, 0.1413, 0.1608, 0.2526, 0.9546, 0.2793, 0.9219, 0.3687]",151,-12.93%,133,-7.09%,Big Ben,-67.8454,"$3,245,642",2025-04-07 10:05:39,80.18,richard.thompson,27.3,"[5.05, 67.47]",3733.6012,BILL-664209,4638.8368,458,"498 Cedar Ln, Chicago",CSV,US,97.27,false,"[-1.2198, 1.2731, -0.1585, -1.3524, 0.388, -2.0793, -1.0873, 0.679]",762,985,Daily at 2am,0.0381,36-60,2023-06-26T01:02:12Z,0.3705,30.9411,Statue of Liberty,-22.52%,"[0.6054, 0.8184, 0.3084, 0.6519, 0.347, 0.2498, 0.2525, -0.44]",6240,Peanuts,17.73%,ft,8454,-18.8569,L,906,12.0643,64864.7,45.27,9751.4773,16.1148,83,14:02:49,95.41,"[-0.084, -1.996, -0.5049, -1.9156, 1.2779, 0.3601, 0.891, 0.7159]",0.73,22.9817,Monthly on 1st,-6.15%,0.9793,"[2.5268, -1.3983, 0.5289, -2.7022, -0.93, -1.4526, -2.3592, -1.186]",3-93,818,"[10.8, 93.73]",-81.9751,"[6.56, 63.6]",3311,55.1%,"[0.754, 0.578, 0.9907, 0.9072, 0.1884, 0.7147, 0.085, 0.9472]",881,CLM-129207,80,"[0.0904, -0.3608, 0.4461, -0.1432, 0.8224, 0.682, -0.7495, -0.2023]",6c626a1e9f0b885b799d1e12da3a7d0bf4da60e157ceca4f77411ff922239c32,45.24%,3357,2515.3372,9722,-803.0568,60110748,Noah,-14.0234,-15.6143,19.9491,"[-0.1295, -0.4801, -0.6074, 0.1287, -0.1328, 0.5282, -0.163, 0.088]","[3.88, 86.5]",2020-01-21,"[22.75, 99.93]","[0.1528, -0.0229, 0.3406, 0.1135, -0.291, -0.514, -0.1888, -0.4407]",1,98.39,Podcast,0.6835,356,0,"[-0.9967, -0.7245, -0.3157, 0.7066, 0.635, 1.089, 1.1458, 0.2147]",voice_f493cf266eada0a9.wav,"[16.95, 95.12]","[0.2768, 0.215, 0.135, 0.6852, 0.3515, 0.6455, 0.449, 0.7966]","[0.3386, -0.7921, -0.0737, 0.0614, -0.7542, -0.0081, -0.0844, 0.639]",56.04,06/27,87.42,Homo sapiens,-63.5484,0.3265,0x78ba6403b1ae04d190a3631933374dacd649f6c6,Curry
